episode,step,cart_pos,pole_angle,cart_vel,pole_ang_vel,action
80,0,0.14074984,-0.0059687495,0.06885627,-0.0492661,-0.5
81,0,0.023621485,-0.116680324,-0.17794776,0.17584974,-2.0
82,0,0.021036863,0.20138273,0.12185365,-0.0829979,-2.0
83,0,-0.03793204,0.19900748,-0.013845429,0.18501791,-2.5
84,0,-0.012930185,0.19495922,0.17938542,-0.15267207,-2.0
85,0,-0.182858,0.19087347,-0.11867917,-0.01916042,-2.5
86,0,-0.08067487,0.16992387,0.1359067,-0.03464143,-2.0
87,0,-0.05531977,0.04425332,-0.058957264,0.1919947,-2.0
88,0,-0.031587392,0.111685544,0.0377215,-0.07132304,-2.0
89,0,0.13848719,0.04684612,-0.17423782,0.1082142,-2.5
90,0,-0.092255786,-0.041826606,0.15632436,-0.00046776235,2.5
91,0,0.1596995,-0.17741385,0.010455042,0.11503866,-0.5
92,0,-0.101925746,0.14286792,-0.09758108,0.13226599,-2.5
93,0,-0.2005391,0.18037274,-0.17076512,0.13293448,-2.5
94,0,-0.1377675,-0.11207364,-0.20919438,0.19314215,-2.0
95,0,-0.011465266,0.20717093,-0.15583064,-0.16859914,-2.5
96,0,0.13722375,-0.08206403,0.07775265,-0.07146695,2.5
97,0,-0.12668133,0.17093831,-0.0011561215,-0.20763029,-2.0
98,0,0.13426468,-0.12956831,0.1879245,0.15955654,2.0
99,0,0.13072139,0.06991035,-0.087882355,-0.0008997917,-2.0
0,1,-0.092545174,-0.10138774,0.3000073,0.3187644,2.0
1,1,0.09659092,0.103991345,0.01642604,-0.06730992,-2.0
2,1,0.06024891,0.1035666,-0.21233848,-0.19036026,-2.0
3,1,-0.16233258,0.12203216,0.35730493,0.119903654,2.5
4,1,0.0889838,0.09788067,-0.08109648,-0.12336555,-2.0
5,1,-0.12541471,-0.07952908,0.1553308,0.12096758,2.0
6,1,-0.20015448,0.08513611,0.077695355,0.076905884,-0.5
7,1,-0.1423143,0.13784008,-0.0013801991,-0.14853562,-0.5
8,1,-0.17672095,-0.12683389,0.0007367376,0.1672414,2.0
9,1,-0.14512374,-0.11224287,0.18480249,0.10066804,2.5
10,1,-0.11613291,0.08241707,-0.15452008,-0.005710548,-2.0
11,1,-0.20443301,-0.09136749,0.11930972,0.2152921,2.0
12,1,-0.011788412,0.20352377,-0.02467147,-0.16292942,-2.0
13,1,0.059568226,-0.026231242,0.3715362,0.29355124,2.0
14,1,-0.17457716,-0.0021510725,-0.06783333,0.074800484,-0.5
15,1,0.14051375,0.19382426,-0.04680045,-0.12122209,-2.5
16,1,-0.13672034,-0.065307505,0.14800847,0.3098591,2.0
17,1,-0.18327108,0.071534775,-0.122579575,-0.13128595,-0.5
18,1,0.19133851,0.016151922,-0.08382315,-0.0599572,-2.0
19,1,-0.075611144,0.058772635,-0.17553899,-0.26213643,-0.5
20,1,-0.14659849,-0.1553889,-0.20740111,0.012988063,-0.5
21,1,0.04610703,0.017902644,-0.2925732,-0.23929141,-2.0
22,1,-0.022332245,-0.0032046982,-0.10322199,-0.1895789,-0.5
23,1,0.10316801,-0.12006803,0.3067115,0.15631212,2.5
24,1,-0.16731425,-0.022009538,0.29987565,0.10131702,2.5
25,1,-0.04214555,-0.10231252,0.35780156,0.27704343,2.5
26,1,0.11976795,0.18160291,0.013799079,-0.29566836,-2.0
27,1,0.059801277,0.15744142,-0.06542461,-0.33078358,-2.0
28,1,-0.033539064,-0.08865676,0.13385555,0.18737635,2.0
29,1,0.08629809,0.10106341,-0.26123816,-0.32352132,-2.0
30,1,-0.18495585,0.1505829,-0.14283337,-0.063921645,-2.0
31,1,-0.14833888,-0.19779116,0.25287566,0.16399324,2.5
32,1,0.09558209,-0.012605965,0.30235595,0.22537443,2.0
33,1,-0.18966134,-0.02001327,0.012538044,0.105813794,-0.5
34,1,0.012871951,-0.112010844,0.14876369,0.19609061,2.0
35,1,0.18807694,-0.10617616,0.05155123,-0.001514921,-0.5
36,1,0.08025006,0.11555604,-0.20475726,-0.39082068,-2.0
37,1,0.038310274,0.08917945,-0.24415806,-0.39550874,-2.0
38,1,-0.19445004,0.19756033,-0.12664619,-0.22339591,-2.0
39,1,-0.18906161,0.16670294,-0.30626723,-0.162922,-2.0
40,1,0.16630274,0.10284054,-0.078531854,-0.009707952,-2.5
41,1,-0.06487092,0.07449835,-0.37456676,-0.1838733,-2.0
42,1,-0.054732244,-0.17964566,0.19621861,0.096028134,2.5
43,1,0.19540289,0.16815686,-0.35353312,-0.34090853,-2.5
44,1,0.049939066,0.111859545,-0.16697805,-0.062185474,-2.5
45,1,-0.11798185,-0.053453725,0.31295466,0.24847311,2.0
46,1,-0.19415337,0.020131407,0.34643844,0.13582699,2.5
47,1,-0.054866776,0.087244734,-0.23124337,-0.29572988,-2.0
48,1,0.13031806,0.0992065,-0.077917874,-0.07613741,-2.0
49,1,-0.046516053,0.17671506,-0.30369255,-0.3670734,-2.0
50,1,0.018967308,-0.08843895,0.17330873,0.15788597,2.0
51,1,-0.2068627,-0.016067408,0.081215814,0.1587545,2.0
52,1,-0.178469,-0.17450465,0.10072161,0.3007877,2.0
53,1,-0.06206208,-0.14321466,0.10288781,0.28562093,2.0
54,1,-0.17127995,-0.19703907,0.10361716,0.24105732,2.0
55,1,-0.120699696,-0.09185891,-0.21327056,-0.062284276,-0.5
56,1,-0.17882968,-0.09764873,0.101625144,0.30912134,2.0
57,1,0.10045793,-0.16907632,0.28221548,0.082696736,2.5
58,1,0.19455288,0.08630886,-0.3535587,-0.30420128,-2.5
59,1,-0.12871498,0.015919585,-0.13717584,-0.2245162,-0.5
60,1,-0.012285323,-0.1551598,0.06764587,0.2448357,2.0
61,1,-0.080630556,-0.0026864547,0.33797583,0.4133457,-0.5
62,1,-0.0034648753,-0.14222425,0.2805211,0.26374817,2.0
63,1,-0.10522404,0.0319951,-0.26747972,-0.11353452,-2.0
64,1,0.1318688,-0.114694946,0.2778485,0.24147253,2.0
65,1,0.112385035,-0.16069509,0.21516384,0.24537006,2.0
66,1,0.20036528,0.072966516,-0.3716625,-0.22845262,-2.5
67,1,0.008158334,-0.022568338,-0.2954351,-0.18732744,-2.0
68,1,-0.1320298,0.08128601,0.29701084,0.21930863,2.0
69,1,0.16131045,0.060967155,-0.13689515,-0.22606486,-2.0
70,1,-0.114867546,0.11324807,0.025587808,-0.0954936,-0.5
71,1,0.1265951,0.17693065,-0.16525382,-0.24212216,-2.5
72,1,-0.2022598,-0.20246513,0.3608688,0.03552248,2.5
73,1,0.14207795,0.063389994,0.06894361,-0.17486574,-0.5
74,1,-0.17870279,0.10175513,0.37523073,0.084187575,2.5
75,1,0.0053883274,-0.01174284,-0.0914791,-0.03787765,-2.0
76,1,0.064311996,-0.11626352,0.290509,0.06260607,2.5
77,1,0.12406274,0.1464993,-0.2130048,-0.32719752,-2.0
78,1,0.16605476,-0.084470145,-0.24320984,-0.14425935,-2.0
79,1,-0.009511741,-0.16744219,-0.2227424,-0.021480149,-0.5
80,1,0.14119293,-0.0068471096,0.025814222,-0.11661506,-0.5
81,1,0.021023052,-0.116309345,-0.31982118,-0.059232548,-2.0
82,1,0.021445584,0.19955511,-0.02403473,-0.27336678,-2.0
83,1,-0.039033864,0.19962482,-0.18666771,-0.046468116,-2.5
84,1,-0.011973804,0.19238418,0.028736876,-0.35151175,-2.0
85,1,-0.18496886,0.18949695,-0.2844796,-0.24170704,-2.0
86,1,-0.08014812,0.16850331,-0.013419855,-0.23621261,-2.0
87,1,-0.056719963,0.04497374,-0.20224465,-0.022201298,-2.0
88,1,-0.032030627,0.10984036,-0.10851782,-0.27878135,-2.0
89,1,0.13577114,0.04648037,-0.34623763,-0.1498541,-2.0
90,1,-0.08970893,-0.040361926,0.32998478,0.26100883,2.0
91,1,0.15952079,-0.17689414,-0.036231004,0.01741051,-0.5
92,1,-0.10386048,0.14288744,-0.26869193,-0.10755052,-2.5
93,1,-0.20315465,0.18052737,-0.33354163,-0.087025955,-2.5
94,1,-0.14066379,-0.11150278,-0.34857988,-0.037542913,-2.0
95,1,-0.01392333,0.20435926,-0.31762704,-0.38190752,-2.0
96,1,0.13899958,-0.0813362,0.2547217,0.1883317,2.0
97,1,-0.12746733,0.16787705,-0.1403284,-0.39362124,-2.0
98,1,0.1368601,-0.12702318,0.3161485,0.3362936,2.0
99,1,0.1290558,0.06876926,-0.22745492,-0.2052252,-2.0
0,2,-0.088862754,-0.09726695,0.42178825,0.49053144,2.0
1,2,0.09594003,0.1021847,-0.12874554,-0.27447262,-2.0
2,2,0.057407193,0.10067743,-0.34048483,-0.37149382,-2.0
3,2,-0.1578032,0.12483463,0.5232404,0.3925623,-1.5
4,2,0.08739612,0.0955648,-0.2194026,-0.32105634,-2.0
5,2,-0.12310771,-0.07724985,0.28926814,0.31504902,2.0
6,2,-0.19958931,0.08567609,0.038928762,0.030183185,-0.5
7,2,-0.14248474,0.13627115,-0.031376105,-0.1736249,-2.0
8,2,-0.17591678,-0.124084964,0.14308876,0.36609346,2.0
9,2,-0.14233774,-0.10992467,0.351712,0.33974263,2.0
10,2,-0.11843075,0.08129573,-0.28831446,-0.19905579,-2.0
11,2,-0.20247625,-0.0881442,0.2552082,0.41042107,2.0
12,2,-0.01278273,0.20099373,-0.15965553,-0.3364259,-2.0
13,2,0.063968726,-0.022268126,0.49245545,0.47622624,-0.5
14,2,-0.17544097,-0.0016917553,-0.10039828,0.024229642,-0.5
15,2,0.13909307,0.19138773,-0.21768788,-0.35092753,-2.0
16,2,-0.13447669,-0.06110669,0.28342414,0.50862867,-0.5
17,2,-0.18462907,0.070099436,-0.14711893,-0.15827407,-0.5
18,2,0.18968815,0.014317305,-0.22687502,-0.27829552,-2.0
19,2,-0.077481486,0.056040633,-0.19681698,-0.2860912,-0.5
20,2,-0.14885677,-0.15571576,-0.23704436,-0.0556471,-0.5
21,2,0.042458992,0.014415166,-0.41987333,-0.4330941,-2.0
22,2,-0.02353535,-0.005368039,-0.13320674,-0.2363904,-0.5
23,2,0.10711753,-0.11728862,0.463991,0.3792363,2.5
24,2,-0.1633845,-0.019584669,0.46392825,0.35116154,2.5
25,2,-0.03769781,-0.098322414,0.51254004,0.49925005,2.0
26,2,0.11913043,0.1776737,-0.12573221,-0.48024303,-2.0
27,2,0.05839242,0.15316099,-0.20087725,-0.5136312,-2.0
28,2,-0.03144181,-0.08571693,0.26883334,0.3815414,2.0
29,2,0.08298673,0.096869096,-0.38593805,-0.49982753,-2.0
30,2,-0.18710895,0.14900798,-0.27292714,-0.23975267,-2.0
31,2,-0.1449458,-0.19506614,0.4082917,0.36950403,2.5
32,2,0.099325955,-0.009254651,0.42920774,0.41929886,-0.5
33,2,-0.18976292,-0.019328037,-0.026992287,0.0418067,-0.5
34,2,0.015100906,-0.10903964,0.2811004,0.38220355,2.0
35,2,0.18831597,-0.10673598,0.0048614875,-0.089221545,1.5
36,2,0.07748617,0.110680126,-0.33275673,-0.5697251,-2.0
37,2,0.035156768,0.08423066,-0.37091884,-0.57701075,-2.0
38,2,-0.1964247,0.19447722,-0.25460446,-0.3874097,-2.0
39,2,-0.19277234,0.16427556,-0.42315042,-0.31575358,-2.0
40,2,0.1645297,0.10134356,-0.25401986,-0.26360086,-2.0
41,2,-0.0692793,0.07172394,-0.49241573,-0.3540469,-2.0
42,2,-0.051872276,-0.17752479,0.3572193,0.31351155,2.5
43,2,0.19102915,0.16366163,-0.5039026,-0.5445004,-2.5
44,2,0.04732361,0.10991389,-0.33523533,-0.30338416,-2.0
45,2,-0.1141539,-0.04995299,0.43670183,0.4311779,2.0
46,2,-0.18976088,0.022944838,0.50921404,0.39009488,2.5
47,2,-0.057897303,0.08328194,-0.35905755,-0.47914854,-2.0
48,2,0.1287615,0.09736358,-0.2163636,-0.2738014,-2.0
49,2,-0.05019785,0.17226373,-0.42016876,-0.5175485,-2.0
50,2,0.021442372,-0.085819505,0.3053421,0.34755233,2.0
51,2,-0.20523722,-0.0132427905,0.22447896,0.37745664,-0.5
52,2,-0.17673077,-0.17058241,0.23231718,0.4746268,2.0
53,2,-0.060287453,-0.13938098,0.23654298,0.4682815,2.0
54,2,-0.16952562,-0.19376352,0.23331757,0.4078117,2.0
55,2,-0.122991025,-0.09282979,-0.23950002,-0.11650303,-0.5
56,2,-0.17704503,-0.093487576,0.23846765,0.5046572,-0.5
57,2,0.10414736,-0.16712081,0.43767637,0.2937773,2.5
58,2,0.19013801,0.08201233,-0.50969213,-0.53133076,-2.5
59,2,-0.1302354,0.013462857,-0.16360654,-0.26295006,2.5
60,2,-0.0108543085,-0.15173602,0.2030547,0.4280046,2.0
61,2,-0.077609785,0.00089021964,0.2749343,0.31573564,2.0
62,2,1.1428134e-05,-0.13872214,0.40103528,0.42649877,2.0
63,2,-0.10862586,0.029774427,-0.39586115,-0.30677283,-2.0
64,2,0.13533263,-0.111359075,0.40039265,0.41211635,2.0
65,2,0.11522627,-0.15737216,0.33924586,0.4102704,2.0
66,2,0.19577089,0.06941343,-0.5272826,-0.45703745,-2.5
67,2,0.004466744,-0.025605,-0.42461953,-0.3901295,-2.0
68,2,-0.12830225,0.08473668,0.428693,0.4342224,-1.5
69,2,0.15917134,0.057588987,-0.27338797,-0.42718372,-2.0
70,2,-0.11478975,0.11214829,-0.007753173,-0.12953655,-0.5
71,2,0.12402996,0.17332244,-0.32881737,-0.46407416,-2.5
72,2,-0.1978347,-0.20110388,0.5079285,0.2274367,2.5
73,2,0.14255014,0.061378524,0.029604906,-0.22591318,-0.5
74,2,-0.17400728,0.1041607,0.5392043,0.3513593,2.0
75,2,0.003653386,-0.013400764,-0.23542996,-0.26183388,-0.5
76,2,0.068108134,-0.11440311,0.44924027,0.28840774,2.5
77,2,0.12123497,0.14232738,-0.33827168,-0.49647093,-2.5
78,2,0.16284122,-0.087210454,-0.37904924,-0.365978,-0.5
79,2,-0.0119211525,-0.16812322,-0.25178465,-0.09092099,-0.5
80,2,0.14122361,-0.008372202,-0.01404662,-0.17920274,-0.5
81,2,0.017066097,-0.11819666,-0.4511141,-0.27809042,-2.0
82,2,0.020454966,0.19591121,-0.1594206,-0.44826227,-2.0
83,2,-0.04179133,0.19803768,-0.3467638,-0.25865963,-2.5
84,2,-0.012462835,0.18790954,-0.111122295,-0.53456765,2.5
85,2,-0.18845986,0.186314,-0.40140578,-0.3905049,-2.0
86,2,-0.081052944,0.16515882,-0.15187658,-0.42157528,-2.0
87,2,-0.059491612,0.04364756,-0.33475927,-0.21972688,-2.0
88,2,-0.033875413,0.1060114,-0.24403048,-0.47016698,-0.5
89,2,0.13162158,0.043974977,-0.46787933,-0.330407,-2.5
90,2,-0.08571223,-0.03672273,0.45321953,0.44502246,2.0
91,2,0.15889496,-0.1773203,-0.07945846,-0.07491188,1.5
92,2,-0.107434146,0.14061879,-0.4271345,-0.3280867,-2.0
93,2,-0.2073297,0.17858602,-0.48433214,-0.28883117,-2.0
94,2,-0.14489472,-0.11314752,-0.47756094,-0.25223884,-0.5
95,2,-0.01772513,0.19982485,-0.43114445,-0.52286696,-2.5
96,2,0.14225745,-0.07845174,0.3811209,0.3705322,2.0
97,2,-0.12958866,0.16303745,-0.2695248,-0.5650555,2.5
98,2,0.1406851,-0.12278794,0.43506262,0.49927425,-0.5
99,2,0.12605324,0.06567385,-0.35667938,-0.39386123,-2.0
0,3,-0.084011935,-0.09149915,0.5348006,0.6495723,-0.5
1,3,0.09389793,0.09839683,-0.2632526,-0.46563384,-2.0
2,3,0.05333674,0.09605413,-0.45930713,-0.53885245,-2.0
3,3,-0.15337878,0.12766464,0.3790069,0.1906446,2.0
4,3,0.084482774,0.09135708,-0.34758112,-0.5036388,-2.0
5,3,-0.119517036,-0.07311257,0.41336972,0.49442816,2.0
6,3,-0.1993951,0.08577514,0.003088829,-0.0119664045,-0.5
7,3,-0.14357767,0.13349754,-0.17078972,-0.36629745,-0.5
8,3,-0.1737476,-0.11943339,0.27510458,0.5496609,-0.5
9,3,-0.13816416,-0.105644375,0.46909183,0.5033096,2.0
10,3,-0.12201026,0.07832592,-0.4122044,-0.37740588,-2.0
11,3,-0.19921644,-0.08305143,0.3812132,0.59093904,-0.5
12,3,-0.015072336,0.19680767,-0.28499806,-0.49587646,-2.0
13,3,0.06846062,-0.018198365,0.41681817,0.35625112,2.0
14,3,-0.17661637,-0.0017159319,-0.13049765,-0.022478336,-0.5
15,3,0.13624257,0.18707332,-0.33946338,-0.50676423,-2.5
16,3,-0.13200052,-0.05664097,0.22158653,0.4042297,-0.5
17,3,-0.1862226,0.068407714,-0.16990168,-0.18278481,-0.5
18,3,0.18666752,0.010389975,-0.35930896,-0.48058483,-2.0
19,3,-0.07955667,0.053078175,-0.21664983,-0.30824283,-0.5
20,3,-0.15139908,-0.15671049,-0.26450655,-0.121018365,2.0
21,3,0.037590776,0.009067003,-0.5378274,-0.6130591,-0.5
22,3,-0.025026368,-0.007983574,-0.1610564,-0.28024483,1.5
23,3,0.11257504,-0.11237549,0.6098251,0.58517957,-0.5
24,3,-0.15788312,-0.01476464,0.6158306,0.5826979,-0.5
25,3,-0.031978514,-0.09252867,0.6187083,0.6476023,-0.5
26,3,0.1171534,0.1719781,-0.25536838,-0.6505777,-2.0
27,3,0.055683315,0.14712909,-0.3266976,-0.68261784,-2.0
28,3,-0.028050503,-0.080917336,0.3939603,0.5611076,-0.5
29,3,0.078478955,0.0909841,-0.5016591,-0.66309947,-2.0
30,3,-0.19050916,0.14575468,-0.39353263,-0.40143663,-2.0
31,3,-0.14006144,-0.19037724,0.5525977,0.55879134,2.0
32,3,0.103217445,-0.0056900615,0.35897484,0.3095994,-0.5
33,3,-0.1902427,-0.01925571,-0.06352468,-0.017486377,-0.5
34,3,0.01859888,-0.10428679,0.40382564,0.55413574,-0.5
35,3,0.18895698,-0.106840156,0.11091182,0.05737733,2.0
36,3,0.07349371,0.104087785,-0.45161527,-0.7354981,-0.5
37,3,0.030786868,0.07753937,-0.48857886,-0.7453939,2.5
38,3,-0.19962753,0.1898275,-0.373464,-0.5382712,-2.0
39,3,-0.1976043,0.16038913,-0.53161365,-0.45624363,-2.0
40,3,0.16128772,0.09774453,-0.37921983,-0.44061035,-2.5
41,3,-0.07481745,0.06731929,-0.60165036,-0.5114595,-2.5
42,3,-0.047468215,-0.17332609,0.5065931,0.5138116,2.0
43,3,0.18521178,0.15721576,-0.6436101,-0.73276085,-2.5
44,3,0.043307878,0.105986595,-0.45383134,-0.46880856,-2.0
45,3,-0.109139495,-0.04469954,0.5514146,0.6005664,-1.5
46,3,-0.18380913,0.028198583,0.65990996,0.6261914,-1.5
47,3,-0.062153786,0.07756021,-0.477621,-0.6490517,-0.5
48,3,0.12587817,0.09363013,-0.34463736,-0.4562117,-2.0
49,3,-0.05499829,0.16637188,-0.5284432,-0.6563974,-2.0
50,3,0.02518311,-0.08138403,0.4277191,0.52286243,-0.5
51,3,-0.20330715,-0.009968632,0.16941164,0.2905537,2.0
52,3,-0.17372923,-0.16499655,0.3545708,0.6350295,-0.5
53,3,-0.057230286,-0.13379812,0.36062446,0.6370474,-0.5
54,3,-0.16652627,-0.18889464,0.35381025,0.56128496,2.0
55,3,-0.12553388,-0.09432738,-0.26381683,-0.16793777,-0.5
56,3,-0.17501098,-0.089085445,0.17850186,0.39848042,2.0
57,3,0.109327495,-0.16314888,0.58186895,0.48814547,2.5
58,3,0.18422572,0.07553726,-0.654506,-0.74184483,-2.5
59,3,-0.13072816,0.012612932,0.037111558,0.0488026,-0.5
60,3,-0.008124027,-0.14655958,0.32875526,0.59703696,-0.5
61,3,-0.0741229,0.0051872125,0.40456957,0.5160354,-1.5
62,3,0.004644103,-0.13366243,0.51290506,0.5766974,2.0
63,3,-0.113257736,0.02570152,-0.51475894,-0.485778,-0.5
64,3,0.13997188,-0.10638917,0.51407856,0.5697927,-0.5
65,3,0.1192582,-0.15247221,0.454447,0.5622782,-0.5
66,3,0.18968461,0.06366886,-0.67153776,-0.6687821,-2.5
67,3,-0.0004626372,-0.030589815,-0.54425657,-0.57869154,-0.5
68,3,-0.124802455,0.08796487,0.28883,0.23205909,-0.5
69,3,0.15572374,0.052282307,-0.39990196,-0.6135313,-0.5
70,3,-0.1150317,0.11072774,-0.03867365,-0.1600473,-2.0
71,3,0.119895115,0.16758978,-0.48070917,-0.66904837,-2.5
72,3,-0.19199936,-0.19791268,0.6443572,0.40359992,2.5
73,3,0.14264487,0.05887869,-0.006904317,-0.27292573,-0.5
74,3,-0.16795367,0.10880823,0.6536483,0.5428534,-1.5
75,3,0.0011805916,-0.016217422,-0.2560233,-0.29570845,-0.5
76,3,0.07342556,-0.110383295,0.5963329,0.4967621,2.5
77,3,0.11699345,0.13621108,-0.49177328,-0.70968467,-2.5
78,3,0.1589646,-0.09110187,-0.39263466,-0.40014282,-0.5
79,3,-0.0146089755,-0.16948117,-0.27870724,-0.15724804,1.5
80,3,0.14087209,-0.010499633,-0.05099823,-0.2375455,-0.5
81,3,0.0118515715,-0.12218973,-0.57265574,-0.48228237,-0.5
82,3,0.018164515,0.19059506,-0.28523088,-0.6094053,-2.0
83,3,-0.046084154,0.19442543,-0.49529964,-0.45374152,-2.5
84,3,-0.012407928,0.18454397,0.09068747,-0.20034038,-2.0
85,3,-0.19307318,0.18170995,-0.5100188,-0.52731836,-2.0
86,3,-0.08328638,0.16004127,-0.28042886,-0.59253275,2.5
87,3,-0.063532576,0.04043049,-0.45743886,-0.40235054,-2.0
88,3,-0.036382984,0.10132625,-0.2577508,-0.47531676,-0.5
89,3,0.12609284,0.039409935,-0.6180902,-0.55546224,-2.5
90,3,-0.08053405,-0.031317398,0.56744856,0.6157688,-1.5
91,3,0.15869498,-0.17736645,0.028189443,0.061903037,2.0
92,3,-0.11231556,0.13656443,-0.5368881,-0.47469202,-2.5
93,3,-0.2127408,0.17503673,-0.5872905,-0.41840783,-2.5
94,3,-0.14972468,-0.11588168,-0.48509756,-0.28095394,-0.5
95,3,-0.02282679,0.1936256,-0.57352895,-0.70838535,-2.5
96,3,0.14672709,-0.07382191,0.49828875,0.53905743,-0.5
97,3,-0.13105492,0.15944268,-0.056274384,-0.21576935,-2.0
98,3,0.14459167,-0.118614145,0.35917214,0.36457705,2.0
