episode,step,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9
32,17,0.11862930655479431,-0.17538559436798096,0.44101786613464355,0.3188435435295105,0,-1,0,3,7,5.555555555555555,0.9713611602783203,0.9983013593202382,0.21877020040750503,0.2322443679481745,0.19481158249926478,0.1650924829892093,0.1890382333451629,0.21486875232979805,0.32928913120879655,0.39096810788729847,0.2979031744060525,0.3698446092315615
43,18,0.12512175738811493,-0.16923010349273682,0.810219407081604,0.8537241220474243,0,-1,1,7,7,5.555555555555555,0.9750553369522095,0.9982015291843062,0.22225434980914832,0.11856846968904736,0.09846184924218357,0.04981687366962433,0.10770333068579435,0.05985518642029554,0.20565618396718294,0.14284897029399873,0.133350247502327,0.0
47,19,0.1351589858531952,-0.15793876349925995,1.153359293937683,1.3507001399993896,0,-1,1,11,8,7.777777777777779,0.9802793264389038,0.9981017090313877,0.04887223243713379,0.10300412145823243,0.11005486618743088,0.05371026496887207,0.0,0.0,0.04862240850925446,0.0,0.04901396632194519,0.13454903507232666
54,20,0.14943340420722961,-0.14043018221855164,1.6378724575042725,2.066171884536743,0,-1,2,17,8,7.777777777777779,0.9865409135818481,0.9980018988604846,0.0,0.0,0.0,0.0,0.0,0.0,0.049586218595504765,0.0,0.09376263648271561,0.0
60,21,0.1683710515499115,-0.1160132959485054,2.089775562286377,2.736626148223877,0,-1,2,22,4,-1.1111111111111107,0.9917378425598145,0.9979020986705985,0.0,0.0,0.09481736958026887,0.0,0.04958689212799072,0.0,0.0,0.0,0.0,0.0
64,22,0.18788644671440125,-0.09089627116918564,1.847774863243103,2.3484790325164795,0,-1,2,19,7,5.555555555555555,0.9957592487335205,0.9978023084607315,0.055062258743724224,0.0,0.0,0.0,0.0,0.04880323708057404,0.0,0.0995745301246643,0.0,0.04973300695419312
71,23,0.20791956782341003,-0.0651211366057396,2.1223742961883545,2.757603168487549,0,-1,2,22,1,-7.777777777777778,0.9980515241622925,0.9977025282298854,0.0,0.05929959019094706,0.09481736958026887,0.0,0.04958689212799072,0.0,0.0,0.0,0.0,0.0
83,24,0.22490781545639038,-0.04414134472608566,1.37834894657135,1.6020631790161133,0,0,1,13,2,-5.555555555555555,0.9989269971847534,0.9976027579770624,0.0,0.061535834808858575,0.21457190655053127,0.0669521183374852,0.1012981921523541,0.0,0.05586200258366019,0.26630340748429304,0.09474741369485856,0.0
86,25,0.2357167750597,-0.032756440341472626,0.8561515212059021,0.7904438972473145,0,0,1,6,4,-1.1111111111111107,0.9993133544921875,0.9975029977012647,0.17501560339670502,0.2836448815560223,0.07132938152489525,0.0598610049357444,0.04996566772460938,0.060717321323920485,0.0644624200132246,0.1639491175212881,0.05935477217108012,0.19476095392107967
92,26,0.24342572689056396,-0.026203759014606476,0.7068791389465332,0.5553874969482422,0,0,1,4,3,-3.333333333333333,0.9994544386863708,0.9974032474014946,0.0,0.0,0.0,0.08593522895560302,0.0,0.04999951422214508,0.0,0.0,0.06017107704806566,0.0
101,27,0.24875862896442413,-0.023357557132840157,0.4022276699542999,0.08148068934679031,0,0,0,1,1,-7.777777777777778,0.9992173910140991,0.9973035070767544,0.46227177626841764,0.2440906363424659,0.2196747045034526,0.6290566570185322,0.4295873019875628,0.47851481538635066,0.23083028685328247,0.3600883601917517,0.3005608005524725,0.19508283604649276
106,28,0.2492775171995163,-0.027975063771009445,-0.21316170692443848,-0.8716045022010803,0,0,0,-7,6,3.333333333333334,0.9988163709640503,0.9972037767260468,0.0,0.0499990850687027,0.0,0.04978058636188507,0.0,0.11081075920615463,0.054885736432671556,0.0,0.0,0.0590765589234233
113,29,0.248649463057518,-0.03440387547016144,0.051584918051958084,-0.46760180592536926,0,0,0,-4,4,-1.1111111111111107,0.9984074831008911,0.9971040563483742,0.23073277352005245,0.23463334132522345,0.20829555972654065,0.15518416276794075,0.4440005010134403,0.09984942972660066,0.11780807620514896,0.28104548337102464,0.22929841945112406,0.16664421165248786
119,30,0.2486550658941269,-0.039906397461891174,-0.03749754652380943,-0.6103324294090271,0,0,0,-5,8,7.777777777777779,0.9983243346214294,0.9970043459427393,0.14456769794225693,0.14475796937942506,0.19505212335586547,0.21133837836137406,0.3043096301366879,0.30591544381052493,0.3737387001156415,0.2646170593808175,0.4268555289792483,0.05489309062957764
129,31,0.25160038471221924,-0.040934957563877106,0.5468218326568604,0.28461572527885437,0,0,1,2,8,7.777777777777779,0.9988844990730286,0.9969046455081451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06898774650184047,0.0
133,32,0.2601393163204193,-0.03339932858943939,1.087357521057129,1.1121371984481812,0,0,1,9,3,-3.333333333333333,0.9993626475334167,0.9968049550435942,0.3821280118737712,0.26610987235293426,0.2046516485561789,0.19426709321498872,0.39692082313362875,0.268976244032681,0.21754051992111023,0.09981073141098024,0.13540960347652437,0.195922817871293
136,33,0.2691129148006439,-0.025245947763323784,0.7539588212966919,0.5930051207542419,0,0,1,5,3,-3.333333333333333,0.9995136857032776,0.9967052745480899,0.07003301141516881,0.056486019458587326,0.0,0.08582164535528264,0.0,0.0,0.0,0.0,0.0,0.0
141,34,0.27489686012268066,-0.022052979096770287,0.4458197355270386,0.11385877430438995,0,0,0,1,7,5.555555555555555,0.9996907711029053,0.9966056040206351,0.48561561285293453,0.3352268348120707,0.2196747045034526,0.766553957973546,0.6628891444575089,0.5110808403141002,0.2861651465854216,0.4597102223848294,0.35198338577960775,0.19508283604649276
147,35,0.2815289795398712,-0.017584804445505142,0.8283510208129883,0.7008411884307861,0,0,1,6,6,3.333333333333334,0.9999198317527771,0.9965059434602331,0.17501560339670502,0.2836448815560223,0.07132938152489525,0.0598610049357444,0.04996566772460938,0.060717321323920485,0.11477493922992762,0.1639491175212881,0.05935477217108012,0.19476095392107967
154,36,0.29087600111961365,-0.008954469114542007,1.0156309604644775,0.9873738288879395,0,0,1,8,8,7.777777777777779,0.9999712109565735,0.9964062928658871,0.32274055065833607,0.3589196009590628,0.21197089687460752,0.3270680879591935,0.2457030832957863,0.16512384072585326,0.1547654613369819,0.3574446328908807,0.24790332304194573,0.14478653013706208
160,37,0.30391842126846313,0.005364428274333477,1.5231332778930664,1.769556999206543,0,0,2,14,9,10.0,0.9991785883903503,0.9963066522366005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04995892941951752
164,38,0.3227732181549072,0.028660088777542114,2.1600091457366943,2.753732919692993,0,0,2,22,6,3.333333333333334,0.9967494606971741,0.9962070215713769,0.0546355416238308,0.1985521575766206,0.05586439869038016,0.049980062246322635,0.054563068228960045,0.05482417253553867,0.21179914123803378,0.19315536593034865,0.05508995865574297,0.049947223067283636
169,39,0.3448798954486847,0.05701374262571335,2.248840570449829,2.8957550525665283,0,0,2,23,9,10.0,0.9916930794715881,0.9961074008692198,0.0,0.0,0.0,0.04987951219081879,0.049815240502357486,0.14493653029203415,0.0,0.0,0.049957025051116946,0.18461908170580865
177,40,0.3706812858581543,0.09114217758178711,2.8306143283843994,3.8011202812194824,0,1,3,30,2,-5.555555555555555,0.9846763610839844,0.9960077901291329,0.04922005832195282,0.0,0.05839621579736472,0.05837965665102005,0.0,0.0,0.0,0.04884196519851685,0.0,0.0
182,41,0.3954261243343353,0.12378862500190735,2.2049145698547363,2.854891061782837,0,1,2,23,4,-1.1111111111111107,0.9773899912834167,0.9959081893501199,0.04861848652362824,0.05311431621909142,0.06319619914853043,0.04877033829689026,0.09766388535499573,0.0,0.18476950615644455,0.04889476299285889,0.09720458984375,0.09750265777111053
187,42,0.41609445214271545,0.15036624670028687,1.9613549709320068,2.501544237136841,0,1,2,20,2,-5.555555555555555,0.9708362221717834,0.995808598531185,0.058660290861725806,0.0,0.15581182514106318,0.0,0.14277883162960092,0.1423828473687172,0.09782366643846035,0.09740117490291596,0.04870267510414124,0.10368290781974793
194,43,0.43257421255111694,0.17077387869358063,1.4092248678207397,1.682963252067566,0,1,1,13,8,7.777777777777779,0.9631564617156982,0.9957090176713319,0.13690609567243628,0.3323714455973381,0.18153955030441288,0.34688352165402864,0.19796220885224344,0.24586462563968647,0.39971306137539075,0.0966693588116765,0.31436062722993763,0.2990383742302656
199,44,0.4493955075740814,0.1919468194246292,1.8863804340362549,2.4342503547668457,0,2,2,19,5,1.1111111111111107,0.9533076286315918,0.9956094467695648,0.0,0.0,0.0,0.04653236269950867,0.05153274286389351,0.127274527579546,0.04685202836990357,0.07714675026893617,0.04964746046960354,0.05041746500134469
203,45,0.4679795503616333,0.21608436107635498,1.8352715969085693,2.3863625526428223,0,2,2,19,0,-10.0,0.9457801580429077,0.9955098858248879,0.05194833272695542,0.0,0.0,0.04653236269950867,0.05153274286389351,0.127274527579546,0.04685202836990357,0.07714675026893617,0.04964746046960354,0.05041746500134469
209,46,0.4814593195915222,0.2328515648841858,0.9767866730690002,1.1265623569488525,0,2,1,9,6,3.333333333333334,0.9394997954368591,0.9954103348363054,0.0,0.0,0.2913518700552582,0.09873952187901736,0.14771621605867266,0.04742834866046906,0.2236372484602034,0.19254927358174354,0.04765793383121491,0.047349178791046144
210,47,0.49228474497795105,0.245967835187912,1.1590737104415894,1.4353281259536743,0,2,1,11,0,-10.0,0.9355777502059937,0.9953107938028217,0.3310884550537916,0.2286017915716767,0.20088457241539442,0.22496932274392456,0.2417804710716963,0.285359489530921,0.19704623426944615,0.0872903221845627,0.22408242903053763,0.3398472058436006
214,48,0.49934253096580505,0.2538153827190399,0.35874462127685547,0.2752223014831543,0,2,0,2,9,10.0,0.9308640956878662,0.9952112627234414,0.3054384314869434,0.26900848938013555,0.2110191417992115,0.09070261120796205,0.20287948092895625,0.1103576693373245,0.09729963850150668,0.16314451073403935,0.1459265386489034,0.26689095734626056
217,49,0.5070033669471741,0.2629370391368866,1.0705909729003906,1.3763883113861084,1,2,1,11,3,-3.333333333333333,0.9246911406517029,0.9951117415971691,0.0,0.0,0.0,0.046234557032585145,0.0,0.0,0.0,0.0,0.0,0.0
222,50,0.5159823298454285,0.27442455291748047,0.7632511854171753,0.9583766460418701,1,2,1,8,2,-5.555555555555555,0.921259880065918,0.9950122304230093,0.0,0.0,0.0460629940032959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,51,0.5211169123649597,0.2806066870689392,0.31984004378318787,0.3412001430988312,1,2,0,3,2,-5.555555555555555,0.9210874438285828,0.9949127291999671,0.0,0.0,0.04605437219142914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,52,0.5220094323158264,0.280913770198822,-0.09026139974594116,-0.22493423521518707,1,2,0,-2,1,-7.777777777777778,0.9246741533279419,0.9948132379270471,0.0,0.046233707666397096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,53,0.5180570483207703,0.2744555175304413,-0.6313483119010925,-0.9856780171394348,1,2,-1,-8,9,10.0,0.9262672662734985,0.9947137566032545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04631336331367493
259,54,0.5162066221237183,0.2715378701686859,0.14938321709632874,0.2155454307794571,1,2,0,2,3,-3.333333333333333,0.9260057210922241,0.9946142852275941,0.0,0.0,0.0,0.04630028605461121,0.0,0.0,0.0,0.0,0.0,0.0
263,55,0.5163693428039551,0.2720189094543457,-0.08920881152153015,-0.09852614998817444,1,2,0,-1,3,-3.333333333333333,0.9273667931556702,0.9945148237990713,0.0,0.0,0.0,0.04636833965778351,0.0,0.0,0.0,0.0,0.0,0.0
271,56,0.5142443180084229,0.2695055305957794,-0.31058526039123535,-0.38702765107154846,1,2,0,-3,8,7.777777777777779,0.9265410900115967,0.9944153723166914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046327054500579834,0.0
277,57,0.5145635604858398,0.27103304862976074,0.2872728705406189,0.5427173972129822,1,2,0,4,1,-7.777777777777778,0.9260252714157104,0.9943159307794598,0.0,0.046301263570785525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,58,0.5142204165458679,0.271982878446579,-0.2826021909713745,-0.2639225125312805,1,2,0,-2,0,-10.0,0.9303800463676453,0.9942164991863819,0.04651900231838227,0.046233707666397096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,59,0.507499098777771,0.26385602355003357,-0.9722873568534851,-1.2490761280059814,1,2,-1,-10,2,-5.555555555555555,0.9380122423171997,0.9941170775364633,0.0,0.0,0.04690061211585999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,60,0.4959736764431,0.2489732801914215,-1.2934110164642334,-1.6887917518615723,0,2,-1,-14,8,7.777777777777779,0.9433103203773499,0.9940176658287097,0.0,0.048196795582771304,0.0,0.0,0.0,0.0,0.0,0.0,0.05177302716374397,0.0
295,61,0.48686984181404114,0.23809602856636047,-0.6230111122131348,-0.6481956839561462,0,2,-1,-5,3,-3.333333333333333,0.9469501972198486,0.9939182640621268,0.17676118245720865,0.052562820959091185,0.0,0.18070329794585707,0.0,0.24027747261176757,0.04561867713928223,0.0,0.2734371560486425,0.10045852263152599
301,62,0.479602575302124,0.2303253412246704,-0.8093920350074768,-0.8923066258430481,0,2,-1,-7,8,7.777777777777779,0.9484037756919861,0.9938188722357206,0.09594768136978149,0.13585399338870227,0.048219650983810425,0.051579910132288936,0.05278322333395481,0.14045031337141992,0.05665431648015976,0.10043927909984854,0.1335692101086744,0.0
304,63,0.47515955567359924,0.22714799642562866,-0.17107251286506653,0.10157851874828339,0,2,0,1,0,-10.0,0.9505364894866943,0.993719490348497,0.14298070693314077,0.09547346532344819,0.31594631935456274,0.21713633909821511,0.3220239900997073,0.4729296806378814,0.1828965645569563,0.23337559475885272,0.15214891879284462,0.3569398116884216
312,64,0.4694487750530243,0.22240394353866577,-0.8783422708511353,-0.9280374050140381,0,2,-1,-7,3,-3.333333333333333,0.955075740814209,0.9936201183994622,0.09594768136978149,0.13585399338870227,0.048219650983810425,0.09933369717299939,0.05278322333395481,0.14045031337141992,0.05665431648015976,0.10043927909984854,0.1335692101086744,0.0
318,65,0.45972248911857605,0.21195344626903534,-1.0478044748306274,-1.1501078605651855,0,2,-1,-9,8,7.777777777777779,0.9574151039123535,0.9935207563876223,0.04690923094749451,0.1390666237473488,0.0,0.05261379187107086,0.11609772336377178,0.09352882796823977,0.09070769488811495,0.09587357044219971,0.09098286360502245,0.0
324,66,0.45300179719924927,0.20636117458343506,-0.39037227630615234,-0.12607556581497192,0,2,0,-1,3,-3.333333333333333,0.9585490226745605,0.9934214043119836,0.09422148764133453,0.12818646740913392,0.10117434301444889,0.17783329172493462,0.14518546591592396,0.25146087947818085,0.15674941327959302,0.09895382287610263,0.25191760874684066,0.1427272526857257
329,67,0.4479478597640991,0.20359526574611664,-0.5961959958076477,-0.4060530960559845,0,2,-1,-3,5,1.1111111111111107,0.9596152901649475,0.9933220621715524,0.16233068877756598,0.09807844475440683,0.18480521128937707,0.23070047593623402,0.23326264688454465,0.3068562817886137,0.4071577981516655,0.1346621103430975,0.11827301162226361,0.09784211864173413
334,68,0.44277670979499817,0.20095950365066528,-0.4606455862522125,-0.1705992966890335,0,2,0,-1,1,-7.777777777777778,0.9619874954223633,0.9932227299653352,0.09422148764133453,0.18963332768180968,0.10117434301444889,0.17783329172493462,0.14518546591592396,0.25146087947818085,0.15674941327959302,0.09895382287610263,0.25191760874684066,0.1427272526857257
343,69,0.43518713116645813,0.19496794044971466,-0.9886869192123413,-0.9391906261444092,0,2,-1,-8,5,1.1111111111111107,0.9649433493614197,0.9931234076923388,0.09009151220321655,0.0,0.04734210371971131,0.0,0.048238891363143924,0.1133643393047926,0.0,0.22846497247368097,0.0,0.0
351,70,0.4262503981590271,0.1872342824935913,-0.8248230814933777,-0.6618454456329346,0,1,-1,-5,7,5.555555555555555,0.965778112411499,0.9930240953515695,0.33320265055743936,0.28844328128957686,0.31069066280611723,0.16705058301731115,0.18182410705089572,0.35140087408113413,0.2791954947412162,0.22579722118382173,0.26060657181444685,0.3708425120091716
359,71,0.4207482933998108,0.18499156832695007,-0.3451537787914276,0.0937434509396553,0,1,0,1,1,-7.777777777777778,0.9670518636703491,0.9929247929420344,0.5012772210192363,0.5214182805894805,0.5891479451467282,0.7677160368634053,0.703782516375812,0.5153311200253166,0.6718195796353998,0.43042972096484905,0.6555605466847294,0.47167433730986996
363,72,0.4142504036426544,0.1815161257982254,-0.8839972019195557,-0.695937991142273,0,1,-1,-6,0,-10.0,0.9714219570159912,0.9928255004627402,0.14241124123334886,0.4548425988158927,0.32910449405038833,0.19372287907122315,0.28728898101980194,0.1982919986597029,0.293991970345676,0.5075018676608737,0.06382160928711772,0.2426064887127068
370,73,0.40164950489997864,0.169050395488739,-1.5484793186187744,-1.677976131439209,0,1,-2,-13,0,-10.0,0.9783548712730408,0.992726217912694,0.10801635600597263,0.0,0.04960818588733673,0.0,0.0,0.049779418110847476,0.05463191728817821,0.05951400222300232,0.15997996616778243,0.054101935487985614
374,74,0.38265809416770935,0.1471228003501892,-2.16772198677063,-2.595808744430542,0,1,-2,-21,7,5.555555555555555,0.9840317964553833,0.9926269452909028,0.04968523383140564,0.049755248427391055,0.04974940121173859,0.0,0.0,0.09921874105930328,0.04942001402378082,0.05556870486146424,0.0,0.1347168993871937
377,75,0.3642781674861908,0.126365527510643,-1.5892738103866577,-1.6903401613235474,0,1,-2,-14,8,7.777777777777779,0.9866029024124146,0.9925276825963737,0.04879143238067627,0.0,0.0,0.1632956589575054,0.04922893047332764,0.05356013384759426,0.0,0.049271306395530706,0.22584126302931157,0.0
385,76,0.3523958921432495,0.11574577540159225,-0.8859660625457764,-0.5943389534950256,0,1,-1,-5,9,10.0,0.9862918853759766,0.9924284298281141,0.33320265055743936,0.28844328128957686,0.3637830717877265,0.22503630537933678,0.18182410705089572,0.35140087408113413,0.2791954947412162,0.22579722118382173,0.26060657181444685,0.41528670916324695
396,77,0.348198801279068,0.11708161234855652,-0.06833672523498535,0.6766201257705688,0,1,0,5,0,-10.0,0.986171305179596,0.9923291869851313,0.5399093931005163,0.47828308251387286,0.6172103568266247,0.6421997351364563,0.5737150693973907,0.4285384545717069,0.5746692736477235,0.32869223422052224,0.34475356562822107,0.474666248478826
402,78,0.34334948658943176,0.11759541183710098,-0.8026539087295532,-0.4310642182826996,0,1,-1,-3,9,10.0,0.9854773283004761,0.9922299540664328,0.11653614650388822,0.059595426254255436,0.2583200893316303,0.055706719106563544,0.15545644055944596,0.04920971691608429,0.06284883533389123,0.07579071586643098,0.0,0.17534968129886025
410,79,0.3399500548839569,0.12051009386777878,0.008666403591632843,0.8302128911018372,0,1,0,7,7,5.555555555555555,0.9824119210243225,0.9921307310710261,0.29316700386306405,0.4728902929860548,0.2809056328777114,0.43661826469048,0.5657165717274133,0.20467211811542513,0.4345046179245754,0.3932579149906871,0.055015359171749656,0.3041424796686425
420,80,0.3424326479434967,0.13261999189853668,0.4277374744415283,1.490546703338623,0,1,0,12,1,-7.777777777777778,0.9797115921974182,0.992031517997919,0.05717437601894141,0.06601164041064544,0.0,0.05336052608788014,0.0,0.0,0.0,0.0,0.0,0.04876822233200073
428,81,0.34328463673591614,0.14243754744529724,-0.1762598156929016,0.5872281789779663,0,1,0,5,0,-10.0,0.979775071144104,0.9919323148461192,0.5735343617136173,0.47828308251387286,0.8008646515361441,0.7013001494202992,0.5737150693973907,0.6153149758234404,0.6390695608917114,0.4326824702536628,0.3962138109616416,0.513746427653855
431,82,0.3374262750148773,0.14221419394016266,-0.8987142443656921,-0.49483829736709595,0,1,-1,-4,4,-1.1111111111111107,0.9811285734176636,0.9918331216146347,0.37120890538179385,0.3194116799260429,0.3542611490741587,0.0,0.2722477538959771,0.09792959690093994,0.17417885270437788,0.36906681753887294,0.2518176679330639,0.2345915808679844
439,83,0.3284042775630951,0.137373149394989,-0.9073411822319031,-0.48667585849761963,0,1,-1,-4,6,3.333333333333334,0.9816436767578125,0.9917339383024733,0.4159030183417703,0.3669808863157522,0.3542611490741587,0.0,0.2722477538959771,0.09792959690093994,0.21175048607886904,0.36906681753887294,0.2518176679330639,0.2345915808679844
444,84,0.32117781043052673,0.13548550009727478,-0.5850573778152466,0.02674942836165428,0,1,-1,0,2,-5.555555555555555,0.9823715686798096,0.991634764908643,0.055205281544092,0.10861763805890753,0.19295788063869765,0.0,0.04927915632724762,0.089662254516236,0.0,0.07507415334665468,0.10513413100730992,0.09878256347179412
446,85,0.3132779598236084,0.132772296667099,-0.9477462768554688,-0.507487416267395,0,1,-1,-4,0,-10.0,0.9851008057594299,0.9915356014321521,0.4487215857804632,0.4156289358915058,0.3542611490741587,0.07304086204286662,0.2722477538959771,0.09792959690093994,0.21175048607886904,0.36906681753887294,0.2518176679330639,0.2345915808679844
450,86,0.3000195324420929,0.12206215411424637,-1.6148704290390015,-1.5084599256515503,0,1,-2,-12,0,-10.0,0.989651620388031,0.9914364478720089,0.09887796640396118,0.0,0.0,0.0489971399307251,0.0,0.04985574781894684,0.0,0.0,0.05891130426704884,0.0
458,87,0.2803550958633423,0.1017269715666771,-2.2350070476531982,-2.440922260284424,0,1,-2,-20,4,-1.1111111111111107,0.9938843846321106,0.9913373042272218,0.13946116390287877,0.0,0.04975735247135163,0.0495988667011261,0.09912160744582177,0.0,0.09984690187495977,0.04958658814430237,0.04981482326984406,0.049059832096099855
462,88,0.2585073709487915,0.07820259779691696,-2.147836923599243,-2.292203187942505,0,1,-2,-18,9,10.0,0.9959849715232849,0.9912381704967991,0.14263707637786865,0.04882666170597077,0.14933833128511906,0.054769661301374443,0.0487989753484726,0.09956788122653962,0.14297674047389738,0.176632177053392,0.13504939600080634,0.24396771874400264
467,89,0.24222497642040253,0.06336413323879242,-1.2352573871612549,-0.8762160539627075,0,1,-1,-7,1,-7.777777777777778,0.9974586367607117,0.9911390466797494,0.3880859721714873,0.4029176631394547,0.3117920873192191,0.3190046085726854,0.161753050802472,0.15164095149410636,0.4807152243427284,0.607885859859345,0.45265367354388336,0.4010999989035863
474,90,0.22710630297660828,0.05041195824742317,-1.7226533889770508,-1.6177369356155396,0,0,-2,-13,2,-5.555555555555555,0.9989891648292542,0.9910399327750814,0.0,0.0559951061726951,0.04994945824146271,0.0,0.04972751438617706,0.0,0.05703786723959257,0.11090330066824425,0.0,0.0
